id,titulo,subtitular
052322sur,peatones en riesgo,agujero perjudica paso por puente del canton los encuentros
052322norte,entregan donativo,benefician a moralenses con entrega de 47 sillas de ruedas
052322oriente,le paso encima,hombre de 23 anos sufrio grave lesion en su pierna izquierda tras chocar con camion
052322guate,muerte y destruccion,cuerpos de socorro se mantienen en alerta para atender accidentes de transito desde la calle marti hasta el km 20 de la ruta al atlantico
052422nacional,libre y feliz en su tierra,juana alonzo quien salio de prision en mexico fue recibida por su gente con cohetes aplausos marimba y comida
052422occidente,q65 millones en mariguana,queman 175 mil matas la erradicacion mas grande en 5 anos en totonicapan
052422centro,muere sola en la calle,el cadaver de una mujer en situacion de abandono fue localizado en la zona 2 de chimaltenango
052422sur,incomunicados,necesitaba puente desde hace 22 anos y la corriente destruyo el de hamaca
052422norte,preparan la feria,asignan espacio de venta para reactivar economia durante nueve dias de festejos
052422oriente,subio el caudal,viviendas se vieron afectadas por crecida de la quebrada las casas
052422guate,pagan el doble,despues de las 18 horas pobladores de san pedro ayampuc deben pagar q10 para poder llegar a sus hogares
052522nacional,asaltaban en 8 zonas de la capital,integrantes son responsables de despojar de celulares dinero y otras pertenencias a peatones
052522occidente,no quieren al rector,encapuchados toman el cusam en rechazoa eleccion de walter mazarriegos
052522centro,obra a medias,trabajos de reconstruccion de puente el negro quedaron suspendidos en abril de este ano
052522sur,siete dias de busqueda,salio junto a su hermano a pastorear vacas pero en el camino de desvio y resbala
052522norte,se duerme en la ruta y lo atropella,se duerme en la ruta y lo atropellan
052522oriente,super abuela sobrevie al trailer,anciana de 80 anos fue atropellada fue expulsada 15 metros y quedo vivo en un poza
052522guate,arriesgan la vida con pirotecnia,este trabajo representa el principal ingreso economico en los hombres de san juan sacatepequez
052622nacional,muere en brazos de hijo,mujer fue tiroteada hace dos semanas sobrevivio un atentado
052622occidente,pagan o se mueren,transportistas desembolsaron q150 mil en dos anos para que no mataran a sus choferes
052622centro,dos anos asi,socavamiento no ha sido reparado desde 2020 y problema se agudiza con llegada de invierno
052622sur,calles se vuelven rios,vecinos esquivan correntadas charcos y piedras en calle principal del caserio en silencio
052622norte,ya casi,tome precauciones en el ultimo dia de reparaciones en el tramo que comunica a rio dulce
052622oriente,bloqueados por la quebrada,en el km 142 de la ruta zacapa huite las lluvias desbordaron la quebrada complicando el paso
052622guate,vivienda vertical en auge,actualmente se construyen en la capital mas de cien edificios de apartamentos en diferentes zonas
052722nacional,tornado arrasa con techos,calles colapsadas drenajes tapados y personas sin viviendas son parte de los estragos que nos dejan las lluvias
052722occidente,llena de baches,carretera al altiplano tiene solo ocho anos pero ya presenta danos considerables
052722centro,ya no sera de terraceria,peatones y usuarios del transporte dejaran de sufrir por el polvo y lodo en salida de terminal de buses
052722sur,ahora pagan por movilizarse,esperan reconstruccion de puente formal que se cayo hace 22 anos
052722norte,acaban 30 anos de espera,la comunidad semanzana en el estor tiene agua potable por primera vez
052722oriente,salieron expulsados,familia de cuatro personas quedo en el hospital tras ser sacada de autopista por trailer
052722guate,atiende a 15 mil personas,solamente una enfermera vela por la salud y ha salvado vidas en seis comunidades de azacualpilla palencia
052822nacional,alerta en el pais,lluvias continuaran hasta el martes las areas mas afectadas seran la meseta central y el suroccidente
052822occidente,la tierra de nadie ,conflicto territorial entre ixhiguan y tajumulco lleva 89 anos
052822guate,obra inconclusa,en 2020 debio terminarse la construccion de planta de tratamiento en lomas de san jacinto mixco pero fue asi lo cual tiene molestos a los vecinos
052922nacional,luto en tucuru,madre y seis hijos de 15 11 10 7 y 6 asi como un bebe de 8 meses quedan soterrados por gran cantidad de lodo y piedras
053022nacional,la 31 es una realidad,los cremas celebran luego de 7 anos de sequia y los rojos lo sufren
053022occidente,la carne aumento q5,libra de res se cotiza entre q35 y q40 por alto costo de la gasolina
053022centro,por fin lo ponen a funcionar,pese al robo de piezas el pozo beneficiara a 8 mmil personas de pedro las huertas
053022sur,regresaba a casa,agricultor perece atropellado en el crucero el castano
053022norte,engalanan la ciudad,jinetes muestran sus mejores ejemplares en desfile hipico por la feria
053022oriente,60 anos sin agua,tres comunidades de zacapa padecen falta del liquido potable desde su creacion
053022guate,siempre en movimiento,desde que el paseo de la sexta se conocia como calle real los comercios han atraido a los visitantes al centro de la ciudad
053122nacional,la impacta un rayo,victima es una mujer con seis meses de embarazo permanece en estado grave en el hospital
053122occidente,hallan cuerpo de bebe,agricultor encuentra cadaver de recien nacido en cementerio de todos santos cuchumatan
053122centro,carretera en el aire,tramo carretero fue merjorado en 2019 y no ha sido inaugurado por las autoridades
053122sur,drenajes no se dan abasto,rebalse de canal de agua pluvial afecta a transeuntes en la montanita
053122norte,semana de lluvia,sayaxche san francisco poptun la libertad y las cruces en alerta segun el insivumeh
053122oriente,hasta cien costales de basura,estudiantes de administracion y criminologia se unieron para limpiar vertedero ilegal
053122guate,regresa temor por lluvias,mas de 400 personas viven en zonas de riesgo en la joya montemoria y el mirador en boca del monte villa canales
060122nacional,cementerio de barrio 18,mareros entierran en terreno baldio de villalobos a victimas y miembros que cometen faltas en su pandilla
060122occidente,chofer evita tragedia,microbus estuvo a punto de caer en hondonada 15 pasajeros salieron ilesos
060122centro,confirman feria,pese a que la comuna no cuenta con presupuesto si organizara actividades con apoyo de patrocinadores
060122sur,30 anos de espera,compran material para mejora vial que necesitaban en magnolia
060122norte,buscan frenar la basura,instalan biobarda en el balneario yaxtunila en las cruces
060122oriente,no se puede pasar,el paso provisional de chiquimula a la capital se cayo por la crecida de quebrada petapilla
060122guate,aprovechan temporada,vecinos de san raymundo cumplen con la tradicion de recolectar zompopos un platillo que se degusta una vez al ano
060222nacional,agatha destruye de nuevo,efectos de la tormenta y primeras lluvias destrozan 47 carreteras 5 puentes y dejan 11 muertos
060222occidente,17 municipios en alto riesgo,lluvias normales de la epoca continuaran 23 derrumbes han afectado carreteras
060222centro,paso no agiliza el trafico,senalan que transito lento persiste pese a contar con nueva obra
060222sur,alerta en rios cabuz y nica,al subir de nivel caudales ponen en riesgo viviendas y puentes cercanos
060222norte,polochic inundado,conred pide precaucion a quienes viven cerca del rio
060222oriente,segundo dia sin puente,segun el gobernador el paso podria quedar habilitado en 6 dias aproximadamente
060222guate,cambiaran 492 semaforos,municipalidad capitalina lanza plan para sustituir con nueva tecnologia
060322nacional,descuartizador de 14 anos,capturan al carnicero quien secuestro torturo y asesino a por lo menos 8 personas
060322occidente,q1 millon en perdidas,lluvia y granizo danan cultivos de cafe y hortalizas en dos municipios
060322centro,peligran al pasar,evaluan talas los arboles mas longevos en la alameda chimaltenango
060322sur,lloran a migrante,familia quiere sepultar en su tierra a mujer asesinada en texas eeuu
060322norte,calma despues de la tormenta,a pesar de que la lluvia bajo puden seguir alerta en el estor
060322oriente,calvario en petapilla,ante la necesidad de atravesar la quebrada autoridades y vecinos se han abierto camino como pueden
060322guate,combaten desnutricion,al menos 36 casos de ninos menores de 5 anos ha reportado el centro de salud de amatitlan en 2022
060422nacional,los nombres del mal,pandilleros apodan a cada miembro de la clica segun sus caracteristicas fisicas o actos sanguinarios
060422occidente,duelo en el pensativo,xinabajul y marquense disputan hoy el ascenso a la liga nacional
060422guate,20 anos sin mantenimiento,desde su construccion la ruta nacional rn 5 no ha recibido atencion y cada invierno pasar por alli es un riesgo latente
060522nacional,gritos las delatan,capturan tres menores dos de 14 anos y una de 17 cuando decapitaban a quinceanera y grababan el crimen
060622nacional,pase adelante mi rey mi reina,su gente colores y sabores son algunas de las razones por las que amamos los mercados
060622occidente,reciben a sus heroes,fiesta en huehuetenango al regreso de xinabajul tras conseguir el ascenso
060622centro,abren la consulta externa tras 75 dias,hospital la antigua guatemala desocupa area covid 19 y lo alista para encamamiento
060622sur,bachean por su cuenta,taxistas se organizan para reparar parte del tramo a la frontera
060622norte,muere arrollado,trabajador de finca fue embestido en la madrugada
060622oriente,se formo una poza,vecinos del aserradero deben caminar por laguna causada por las precipitaciones pluviales
060622guate,reina que va a llevar,comerciantes se esfuerzan a diario para mantener surtido de productos y atraer a la clientela
060722nacional,desagua arrastra cinco trabajadores,rescatan a tres que se llevo el agua y localizan a los otros dos ya fallecidos
